State,District,Village,PIN_Code,Survey_Number,Land_Area,Land_Type,Guidance_Value_Per_Sqft,Total_Guidance_Value,Market_Value_Per_Sqft,Total_Market_Value,Nearby_Avg_Value_Per_Sqft,Total_Nearby_Avg_Value,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Total_Income,Credit_History,Property_Area,Loan_Amount,Loan_Amount_Term,LTV_Ratio,DTI_Ratio,Risk_Score,Loan_Approved
Karnataka,Bengaluru Urban,Kengeri,560060,188/6,2535,Residential,3420,8669700,11359,28795065,11016,27925560,Female,No,2,Not Graduate,No,14863,12616,27479,1.0,Urban,19219294,360,0.6674509677265879,5.627671543400828,46,0
Maharashtra,Pune,Baner,411045,112/1,33435,Industrial,3725,124545375,10153,339465555,10118,338295330,Male,No,1,Not Graduate,Yes,23143,30120,53263,1.0,Semiurban,173756711,360,0.5118537313748961,26.248724164342615,40,1
Telangana,Rangareddy,Gandi Maisamma,500043,159/8,4269,Residential,3175,13554075,10163,43385847,9944,42450936,Female,No,3,Not Graduate,Yes,72499,9100,81599,1.0,Semiurban,14005901,120,0.3228218870545503,2.1743015799757153,32,0
Tamil Nadu,Chennai,Tambaram,600045,131/5,4113,Residential,3990,16410870,12953,53275689,13151,54090063,Female,Yes,2,Graduate,No,44854,10872,55726,1.0,Urban,22086888,240,0.41457723803440627,3.5660457268699814,36,1
Karnataka,Bengaluru Urban,Electronic City,560100,96/9,12072,Commercial,4790,57824880,14133,170613576,14043,169527096,Female,No,3,Graduate,No,52968,15159,68127,0.0,Urban,119199168,240,0.6986499597195008,15.742155880244988,87,0
Karnataka,Mysuru,Hebbal,570016,364/2,7457,Residential,1646,12274222,4103,30596071,4282,31930874,Male,No,2,Not Graduate,Yes,19325,0,19325,1.0,Semiurban,18115744,360,0.5920938018479562,7.542736013030646,43,1
Telangana,Hyderabad,Kondapur,500084,491/5,88998,Agricultural,2218,197397564,9175,816556650,9249,823142502,Female,No,2,Not Graduate,No,58676,0,58676,0.0,Rural,671709717,360,0.8226125119426803,92.11139653687682,98,0
Maharashtra,Nagpur,Manish Nagar,440015,195/6,87453,Agricultural,563,49236039,1240,108441720,1258,110015874,Female,Yes,3,Not Graduate,Yes,25536,18222,43758,1.0,Rural,81974021,240,0.7559269716489189,16.85501037504158,60,0
Karnataka,Bengaluru Urban,Whitefield,560066,269/9,6710,Residential,3045,20431950,8761,58786310,8760,58779600,Female,No,2,Not Graduate,No,12000,0,12000,1.0,Urban,46478053,120,0.7906271545194791,49.063694384833966,51,1
Telangana,Medchal-Malkajgiri,Alwal,500010,131/10,14668,Industrial,2372,34792496,6534,95840712,6274,92027032,Female,No,2,Graduate,No,64082,0,64082,1.0,Rural,61831641,360,0.6451500589853715,7.763667924130059,45,1
Karnataka,Bengaluru Urban,Kengeri,560060,460/5,8521,Industrial,3609,30752289,11086,94463806,11541,98340861,Male,Yes,1,Not Graduate,No,59429,22098,81527,0.0,Semiurban,70530404,120,0.7466394483406692,10.958938142722836,89,0
Tamil Nadu,Madurai,Anna Nagar,625020,452/2,41791,Industrial,1417,59217847,2709,113211819,2810,117432710,Female,No,2,Not Graduate,No,14522,0,14522,1.0,Semiurban,61207338,300,0.540644418053207,35.370455500185,41,0
Maharashtra,Mumbai Suburban,Andheri,400053,116/3,2113,Commercial,13345,28197985,64298,135861674,64481,136248353,Female,No,1,Not Graduate,Yes,75028,0,75028,1.0,Urban,74028871,180,0.5448841370819558,10.00759851235847,41,0
Maharashtra,Mumbai Suburban,Ghatkopar,400086,492/6,22102,Agricultural,3282,72538764,16258,359334316,17430,385237860,Male,Yes,3,Graduate,Yes,24348,0,24348,1.0,Rural,317277548,180,0.8829592217404585,132.1685620343295,65,1
Karnataka,Dharwad,Navanagar,580025,464/1,42213,Industrial,1392,58760496,2645,111653385,2606,110007078,Female,Yes,1,Not Graduate,No,27666,88188,115854,1.0,Rural,79324552,300,0.7104536239541686,5.745928115158986,48,0
Maharashtra,Mumbai Suburban,Andheri,400053,168/3,11374,Industrial,8375,95257250,41335,470144290,42574,484236676,Male,Yes,0,Not Graduate,No,23808,0,23808,0.0,Urban,381064170,180,0.8105259983057542,162.34066450451286,92,0
Tamil Nadu,Madurai,Sellur,625002,431/3,5729,Commercial,1855,10627295,4166,23867014,3950,22629550,Male,Yes,0,Graduate,No,56688,0,56688,1.0,Rural,17117159,360,0.7171889621382884,2.429588849357874,48,0
Karnataka,Bengaluru Urban,Yelahanka,560064,494/9,2931,Residential,3894,11413314,13571,39776601,12624,37000944,Male,No,1,Not Graduate,No,50881,27836,78717,0.0,Urban,16248191,360,0.408486159991398,1.6608435233861354,76,0
Tamil Nadu,Chennai,Velachery,600042,385/9,11891,Commercial,7633,90764003,27457,326491187,27908,331854028,Male,No,0,Graduate,No,43010,0,43010,1.0,Urban,105563175,120,0.32332626178972484,31.091134323780338,32,1
Tamil Nadu,Madurai,Othakadai,625107,197/3,13806,Commercial,2216,30594096,3890,53705340,3950,54533700,Male,No,0,Graduate,No,45516,0,45516,1.0,Rural,19024247,300,0.3542338061727195,3.5075751171656213,34,1
Telangana,Medchal-Malkajgiri,Medipally,500098,391/4,14252,Industrial,2541,36214332,7487,106704724,7537,107417324,Female,Yes,0,Not Graduate,Yes,42751,21350,64101,1.0,Semiurban,58501070,300,0.5482519218174445,7.6588329687130186,41,1
Maharashtra,Nagpur,Dharampeth,440010,262/10,46883,Agricultural,640,30005120,1151,53962333,1137,53305971,Male,No,2,Not Graduate,No,89928,10020,99948,1.0,Rural,24659273,240,0.4569719585696934,2.2198130998614576,48,1
Tamil Nadu,Madurai,Tallakulam,625002,292/3,36242,Industrial,1233,44686386,2490,90242580,2435,88249270,Female,No,0,Graduate,Yes,67028,0,67028,0.0,Semiurban,82461347,120,0.9137742626596004,15.584315414025127,96,0
Karnataka,Dharwad,Navanagar,580025,67/9,11533,Commercial,1927,22224091,3347,38600951,3331,38416423,Female,Yes,3,Graduate,No,59480,33491,92971,1.0,Semiurban,12062733,240,0.312498337152367,1.167369822696367,32,0
Karnataka,Dharwad,Vidyagiri,580004,428/9,36723,Industrial,1501,55121223,3039,111601197,2909,106827207,Male,Yes,3,Graduate,Yes,70982,0,70982,0.0,Semiurban,94073307,180,0.842941738339957,13.44219826881358,93,0
Telangana,Rangareddy,Puppalguda,500090,65/6,63232,Agricultural,1171,74044672,3648,230670336,3542,223967744,Female,No,2,Not Graduate,Yes,34352,0,34352,1.0,Rural,132469275,360,0.5742796290893685,31.02811327296166,52,1
Maharashtra,Nagpur,Manish Nagar,440015,394/10,46422,Agricultural,552,25624944,1117,51853374,1102,51157044,Female,No,3,Not Graduate,Yes,12000,0,12000,0.0,Rural,20765142,120,0.40045883995899667,21.920336915698247,86,0
Karnataka,Mysuru,Ramakrishnanagar,570020,346/7,36773,Industrial,1832,67368136,4745,174487885,4651,171031223,Female,No,2,Not Graduate,Yes,34773,0,34773,0.0,Semiurban,97768108,180,0.5603145914686283,28.517218802266154,82,0
Telangana,Rangareddy,Puppalguda,500090,489/1,15766,Agricultural,1042,16428172,3024,47676384,2996,47234936,Female,Yes,3,Graduate,Yes,20035,14198,34233,1.0,Rural,17720629,360,0.37168567565862376,4.165109362278382,44,0
Maharashtra,Mumbai Suburban,Bandra,400050,268/10,26758,Industrial,7650,204698700,38076,1018837608,38932,1041742456,Male,No,1,Graduate,Yes,17232,16540,33772,1.0,Urban,500899919,120,0.49163862333593794,187.88311266955458,39,0
Tamil Nadu,Chennai,Tambaram,600045,412/5,3503,Residential,4989,17476467,19408,67986224,18511,64844033,Male,Yes,0,Graduate,No,25387,8000,33387,1.0,Urban,62881026,120,0.9249083461378882,23.858096333182125,56,0
Telangana,Hyderabad,Kondapur,500084,366/3,1149,Residential,4860,5584140,20440,23485560,20239,23254611,Female,Yes,2,Not Graduate,No,55278,83465,138743,1.0,Urban,21104794,180,0.8986285189708059,1.5428444908801202,55,0
Karnataka,Bengaluru Urban,Whitefield,560066,182/7,16630,Industrial,3879,64507770,13824,229893120,13607,226284410,Female,Yes,1,Not Graduate,Yes,52247,19501,71748,1.0,Urban,202808431,120,0.882185734831908,35.80715130735206,55,0
Maharashtra,Nagpur,Somalwada,440025,349/10,7418,Commercial,2189,16238002,5122,37994996,4922,36511396,Male,Yes,0,Not Graduate,No,35141,17109,52250,0.0,Semiurban,20474556,360,0.5388750666008756,3.15297432143588,81,0
Maharashtra,Mumbai Suburban,Borivali,400092,161/2,36445,Industrial,8891,324032495,44356,1616554420,45236,1648626020,Female,No,2,Graduate,No,38331,21542,59873,0.0,Urban,745782485,240,0.46134078492699304,112.0705258084513,78,0
Telangana,Hyderabad,Kondapur,500084,133/2,81218,Agricultural,1880,152689840,7716,626678088,7633,619936994,Male,No,0,Graduate,No,21924,60459,82383,1.0,Rural,462960132,300,0.7387527039241238,47.15954253696834,59,0
Karnataka,Bengaluru Urban,Sarjapur,560035,45/1,25273,Agricultural,1374,34725102,3853,97376869,3895,98438335,Male,No,3,Not Graduate,No,14879,0,14879,1.0,Rural,77207337,120,0.7928714261700076,65.73223438182147,61,0
Telangana,Rangareddy,Puppalguda,500090,141/3,4495,Commercial,4716,21198420,13006,58461970,12517,56263915,Male,No,0,Graduate,No,55882,0,55882,1.0,Semiurban,27460228,240,0.4697109591072624,4.421223271386782,38,0
Telangana,Medchal-Malkajgiri,Medchal,501401,184/4,44363,Industrial,2458,109044254,6378,282947214,6666,295723758,Female,No,0,Graduate,No,34176,0,34176,1.0,Semiurban,110787645,180,0.3915488102314377,32.879273835872546,35,0
Maharashtra,Nagpur,Manish Nagar,440015,31/7,4928,Commercial,2309,11378752,5215,25699520,4878,24038784,Male,Yes,1,Graduate,No,113606,27025,140631,1.0,Rural,12699819,240,0.4941656108752226,0.8125062602768348,39,0
Karnataka,Dharwad,Lakamanahalli,580008,113/1,11534,Industrial,1241,14313694,2270,26182180,2377,27416318,Male,Yes,0,Graduate,Yes,29262,0,29262,1.0,Rural,23008179,120,0.8787724704359988,9.960285959296106,55,0
Maharashtra,Mumbai Suburban,Bandra,400050,462/1,12433,Commercial,10297,128022601,45538,566173954,44671,555394543,Male,No,2,Graduate,Yes,31300,22560,53860,1.0,Semiurban,479427312,120,0.8467844707670886,112.75868121909015,53,0
Tamil Nadu,Coimbatore,Peelamedu,641004,217/6,48936,Agricultural,681,33325416,1476,72229536,1369,66993384,Female,Yes,0,Graduate,Yes,18293,13903,32196,0.0,Rural,60806838,240,0.8418555810742021,16.992635868361432,98,0
Tamil Nadu,Coimbatore,Gandhipuram,641012,462/9,4679,Residential,1799,8417521,3906,18276174,3786,17714694,Female,Yes,1,Graduate,No,12444,12660,25104,1.0,Semiurban,9601311,300,0.5253457862679574,3.209602165920652,41,0
Karnataka,Dharwad,Kelageri,580007,145/7,4114,Residential,1232,5068448,2493,10256202,2664,10959696,Female,Yes,0,Graduate,Yes,38420,0,38420,1.0,Semiurban,8507255,120,0.829474204973732,2.804953434710238,53,0
Tamil Nadu,Coimbatore,Peelamedu,641004,384/4,29960,Industrial,2302,68967920,6018,180299280,6308,188987680,Female,Yes,3,Not Graduate,No,43482,8000,51482,1.0,Semiurban,112424634,300,0.6235445532561195,18.32608368668233,44,1
Telangana,Rangareddy,Gandi Maisamma,500043,457/7,4510,Residential,2846,12835460,9781,44112310,9929,44779790,Female,Yes,0,Graduate,Yes,33445,30885,64330,1.0,Rural,34553845,180,0.7833152469231378,5.4479730044777925,51,0
Tamil Nadu,Coimbatore,Peelamedu,641004,408/7,11309,Industrial,2062,23319158,4530,51229770,4654,52632086,Male,Yes,1,Not Graduate,No,32933,15058,47991,1.0,Semiurban,39833353,240,0.7775430770038593,7.4678797279994695,51,0
Maharashtra,Nagpur,Wardha Road,440015,437/8,76133,Agricultural,524,39893692,1110,84507630,1106,84203098,Female,No,3,Not Graduate,No,28359,0,28359,0.0,Rural,46271558,360,0.5475429615053694,13.12851020419346,91,0
Tamil Nadu,Madurai,Anna Nagar,625020,351/2,93159,Agricultural,495,46113705,852,79371468,912,84961008,Male,Yes,0,Graduate,Yes,26253,15032,41285,0.0,Rural,70774886,120,0.8916917852646999,21.716031115745803,98,0
Tamil Nadu,Coimbatore,R S Puram,641002,176/4,7109,Commercial,2610,18554490,7026,49947834,7207,51234563,Female,Yes,3,Graduate,No,40307,87957,128264,1.0,Semiurban,36082840,180,0.7224105053284192,2.8533040349323335,48,1
Telangana,Medchal-Malkajgiri,Alwal,500010,314/5,14171,Commercial,3691,52305161,10894,154378874,11060,156731260,Female,Yes,3,Not Graduate,Yes,23243,18198,41441,0.0,Semiurban,95172084,120,0.6164838590544455,29.091955744609635,84,0
Tamil Nadu,Madurai,Sellur,625002,377/7,11156,Commercial,1807,20158892,4035,45014460,3774,42102744,Female,Yes,1,Not Graduate,No,35206,14582,49788,1.0,Semiurban,29418560,300,0.6535357749487609,4.958614239449949,46,1
Tamil Nadu,Coimbatore,Saravanampatti,641035,239/7,21702,Industrial,1914,41537628,4611,100067922,4783,103800666,Male,No,0,Graduate,Yes,70188,8000,78188,1.0,Rural,74405297,300,0.7435479373699796,7.985963917425997,49,1
Karnataka,Mysuru,Hebbal,570016,146/4,2335,Residential,1637,3822395,4404,10283340,4150,9690250,Female,Yes,2,Not Graduate,No,26406,35989,62395,1.0,Semiurban,3698473,180,0.35965678466334866,0.601208041722025,32,0
Tamil Nadu,Coimbatore,R S Puram,641002,51/3,73770,Agricultural,765,56434050,2030,149753100,2035,150121950,Male,Yes,0,Not Graduate,Yes,30440,0,30440,1.0,Rural,122672863,360,0.8191674362667618,32.42620238343253,62,0
Telangana,Rangareddy,Rajendranagar,500030,491/6,7174,Residential,3046,21852004,7904,56703296,7866,56430684,Female,Yes,3,Not Graduate,Yes,22192,0,22192,0.0,Semiurban,53867217,120,0.9499838774804202,30.748339010668523,97,0
Tamil Nadu,Chennai,Tambaram,600045,353/1,4627,Residential,4664,21580328,19408,89800816,20684,95704868,Female,Yes,2,Not Graduate,No,47308,0,47308,1.0,Urban,36129874,300,0.4023334710009762,6.40907645205568,36,1
Tamil Nadu,Coimbatore,R S Puram,641002,172/1,9726,Commercial,3028,29450328,7625,74160750,7338,71369388,Female,No,0,Not Graduate,No,62555,24993,87548,1.0,Rural,35566746,360,0.4795898908789353,3.2688134786323317,39,0
Maharashtra,Pune,Hadapsar,411028,281/6,3057,Residential,3495,10684215,8619,26348283,8634,26394138,Male,No,1,Not Graduate,No,22454,28961,51415,1.0,Semiurban,9985937,300,0.3789976371515366,1.6299060620220986,35,0
Telangana,Medchal-Malkajgiri,Malkajgiri,500047,72/4,12593,Commercial,2920,36771560,6834,86060562,6906,86967258,Male,Yes,0,Graduate,Yes,28531,34444,62975,0.0,Semiurban,34493418,240,0.40080400590458615,4.928086301006665,76,0
Maharashtra,Nagpur,Somalwada,440025,315/6,2637,Residential,1707,4501359,3158,8327646,3338,8802306,Male,No,0,Graduate,No,88429,0,88429,1.0,Rural,7260704,240,0.8718795203350382,0.7387445121560977,54,0
Tamil Nadu,Coimbatore,Singanallur,641005,290/2,2750,Commercial,2812,7733000,7832,21538000,7812,21483000,Female,Yes,0,Not Graduate,Yes,12000,0,12000,1.0,Semiurban,10106849,180,0.4692566162132046,8.542532676557427,38,1
Tamil Nadu,Coimbatore,Saravanampatti,641035,173/5,6601,Residential,1939,12799339,4832,31896032,4929,32536329,Male,No,3,Not Graduate,Yes,38818,8000,46818,1.0,Semiurban,22599041,240,0.7085220192906754,4.342975728357082,48,1
Tamil Nadu,Chennai,Adyar,600020,272/8,12339,Agricultural,1626,20063214,5436,67074804,5247,64742733,Female,Yes,1,Graduate,Yes,157168,16632,173800,1.0,Rural,29061363,360,0.4332679525981172,1.345421746204962,47,1
Maharashtra,Nagpur,Manish Nagar,440015,353/10,5796,Residential,1718,9957528,3083,17869068,3071,17799516,Female,Yes,3,Not Graduate,No,56830,21564,78394,0.0,Semiurban,14541724,180,0.8137930864665129,1.8814175484480178,92,0
Tamil Nadu,Coimbatore,Singanallur,641005,163/4,1452,Residential,2128,3089856,4898,7111896,4641,6738732,Male,No,0,Graduate,Yes,22429,0,22429,0.0,Rural,5472138,300,0.7694344799192789,2.047437830892164,90,0
Telangana,Medchal-Malkajgiri,Alwal,500010,302/5,14249,Commercial,3308,47135692,9366,133456134,9520,135650480,Male,No,1,Not Graduate,No,20884,57034,77918,1.0,Rural,91799526,120,0.687862919811539,14.924376891034276,47,0
Telangana,Hyderabad,Gachibowli,500032,389/3,48755,Agricultural,2201,107309755,8147,397206985,8333,406275415,Male,Yes,0,Graduate,Yes,64444,0,64444,1.0,Rural,172981676,240,0.4354950505213296,24.150596453302786,47,1
Telangana,Medchal-Malkajgiri,Medipally,500098,83/7,67356,Agricultural,946,63718776,2379,160239924,2345,157949820,Female,Yes,2,Not Graduate,Yes,116558,0,116558,0.0,Rural,137980248,300,0.8610853310190038,9.934326461936,98,0
Maharashtra,Pune,Hinjawadi,411057,181/1,19484,Agricultural,1456,28368704,4293,83644812,4560,88847040,Female,No,2,Graduate,No,37544,26180,63724,1.0,Rural,26489629,300,0.3166918349939026,3.488481628716974,42,1
Tamil Nadu,Coimbatore,Saravanampatti,641035,351/5,6961,Residential,2178,15161058,5208,36252888,5201,36204161,Male,Yes,0,Graduate,Yes,30936,18541,49477,0.0,Rural,12912953,300,0.3561910157336982,2.1902102393814538,74,0
Tamil Nadu,Coimbatore,R S Puram,641002,265/6,13166,Commercial,2767,36430322,7718,101615188,8278,108988148,Female,No,3,Graduate,Yes,19435,23165,42600,0.0,Semiurban,75008656,180,0.7381638264547619,17.858866972696262,89,0
Telangana,Hyderabad,Madhapur,500081,271/4,6805,Industrial,4826,32840930,20973,142721265,20955,142598775,Male,Yes,2,Not Graduate,No,22616,0,22616,1.0,Urban,111257473,300,0.7795437701592681,41.28354561761654,51,1
Tamil Nadu,Coimbatore,R S Puram,641002,340/1,5619,Commercial,3038,17070522,7118,39996042,7225,40597275,Male,Yes,0,Graduate,Yes,47341,0,47341,1.0,Semiurban,17310249,240,0.4327990504660436,3.2898503047103893,37,0
Karnataka,Dharwad,Sattur,580009,485/5,14268,Commercial,1893,27009324,3470,49509960,3656,52163808,Male,Yes,3,Not Graduate,Yes,40215,0,40215,1.0,Semiurban,38648723,180,0.7806252115735904,9.747633534607699,51,1
Tamil Nadu,Madurai,Othakadai,625107,244/3,21001,Industrial,1289,27070289,2738,57500738,2708,56870708,Male,Yes,3,Graduate,No,43157,60178,103335,1.0,Semiurban,23732827,240,0.41273951996929154,2.0663899412204705,36,0
Karnataka,Dharwad,Vidyagiri,580004,259/5,90805,Agricultural,420,38138100,732,66469260,774,70283070,Male,No,0,Not Graduate,Yes,35502,0,35502,1.0,Rural,34412320,240,0.5177178142196859,8.721102333677521,50,0
Tamil Nadu,Chennai,Mylapore,600004,29/5,80946,Agricultural,1620,131132520,5751,465520446,5701,461473146,Female,No,0,Not Graduate,Yes,57184,75425,132609,1.0,Rural,315656851,300,0.6780730120713109,19.975875054907664,57,0
Karnataka,Mysuru,J P Nagar,570008,188/1,2153,Commercial,2544,5477232,6754,14541362,6905,14866465,Female,No,1,Graduate,No,79536,0,79536,1.0,Semiurban,12262617,360,0.8432921895486819,1.2405425192531137,53,0
Tamil Nadu,Madurai,Sellur,625002,391/2,6159,Residential,1398,8610282,3126,19253034,3256,20053704,Male,Yes,2,Not Graduate,No,72540,18324,90864,1.0,Semiurban,16672384,300,0.8659613856184952,1.5398181926751755,54,0
Maharashtra,Pune,Hinjawadi,411057,46/10,85529,Agricultural,1387,118628723,3476,297298804,3399,290713071,Male,Yes,2,Graduate,Yes,41680,9986,51666,0.0,Rural,107962355,240,0.3631442627666945,18.80086189141997,84,0
Tamil Nadu,Coimbatore,Peelamedu,641004,382/5,5338,Residential,2129,11364602,5948,31750424,5816,31045808,Female,No,0,Not Graduate,No,48988,25969,74957,1.0,Rural,18289418,300,0.5760369688291407,2.0476290511356665,43,0
Telangana,Medchal-Malkajgiri,Kompally,500014,242/7,10448,Commercial,3425,35784400,7707,80522736,7751,80982448,Male,Yes,0,Not Graduate,Yes,36828,40795,77623,0.0,Semiurban,31533223,120,0.391606452617308,5.146020409368542,75,0
Tamil Nadu,Madurai,K K Nagar,625020,331/7,59902,Agricultural,559,33485218,931,55768762,918,54990036,Male,No,2,Graduate,Yes,17594,58742,76336,1.0,Rural,22136866,360,0.39694024407427225,2.333345086443612,45,1
Telangana,Medchal-Malkajgiri,Alwal,500010,335/1,5120,Commercial,3498,17909760,8330,42649600,8016,41041920,Female,No,1,Graduate,No,62383,21112,83495,1.0,Semiurban,22166129,180,0.5197265390531213,2.6926599131587996,40,0
Tamil Nadu,Chennai,Tambaram,600045,415/5,56667,Agricultural,1830,103700610,5702,323115234,6108,346122036,Male,No,0,Graduate,No,33215,29388,62603,1.0,Rural,288971272,360,0.8943288387325,37.14084326605789,65,0
Karnataka,Dharwad,Vidyagiri,580004,173/8,74598,Agricultural,537,40059126,1119,83475162,1111,82878378,Female,Yes,2,Graduate,No,90446,23411,113857,0.0,Rural,25512212,120,0.3056263850077943,2.838454548407549,82,0
Tamil Nadu,Coimbatore,Singanallur,641005,230/8,1379,Residential,2001,2759379,4713,6499227,4560,6288240,Male,No,2,Not Graduate,No,39593,22267,61860,0.0,Semiurban,2335428,120,0.35933934912567295,0.47824466365663787,68,0
Tamil Nadu,Coimbatore,R S Puram,641002,488/2,34244,Industrial,1877,64275988,4121,141119524,4227,144749388,Female,Yes,0,Not Graduate,No,105790,17653,123443,0.0,Semiurban,79830984,300,0.5656976564064942,5.427109797897915,82,0
Karnataka,Bengaluru Urban,Sarjapur,560035,462/7,78136,Agricultural,1291,100873576,3981,311059416,3875,302777000,Female,No,2,Graduate,Yes,35678,53000,88678,0.0,Rural,126032352,300,0.40517131299442805,11.92695950503466,86,0
Tamil Nadu,Madurai,K K Nagar,625020,135/9,77189,Agricultural,589,45464321,1100,84907900,1128,87069192,Male,Yes,3,Not Graduate,Yes,39664,43574,83238,1.0,Rural,47657535,180,0.5612850512143157,5.807136792573167,52,1
Maharashtra,Mumbai Suburban,Kurla,400070,363/9,29523,Industrial,9903,292366269,39703,1172151669,38361,1132531803,Female,No,2,Not Graduate,Yes,21020,19473,40493,1.0,Urban,693627298,240,0.5917555861962434,154.11910297997701,43,0
